symbol,trade_date,direction,signal_candle_time,entry_candle_time,entry_hour,entry_price,orb_high,orb_low,orb_range,stop_loss,initial_risk,target,exit_time,exit_price,exit_reason,ambiguous,net_pnl,net_r,variant
OLAELEC,2026-06-10,BUY,2026-06-10 09:50:00,2026-06-10 09:55:00,09:55,47.233605000000004,47.18,46.03,1.1499999999999986,46.03,1.2036050000000031,49.64081500000001,2026-06-10 15:25:00,47.07,END_OF_DAY,False,-0.257908605000004,-0.21428010435317513,ORB_BOUNDARY
OLAELEC,2026-06-11,SELL,2026-06-11 10:00:00,2026-06-11 10:05:00,10:05,45.387294999999995,48.19,46.6,1.5899999999999963,46.182294999999996,0.7950000000000017,43.79729499999999,2026-06-11 10:25:00,43.79729499999999,TARGET,False,1.5008154100000035,1.887818125786164,ORB_50PCT
OLAELEC,2026-06-11,SELL,2026-06-11 10:00:00,2026-06-11 10:05:00,10:05,45.387294999999995,48.19,46.6,1.5899999999999963,48.19,2.802705000000003,39.78188499999999,2026-06-11 15:25:00,45.37,END_OF_DAY,False,-0.07346229500000283,-0.02621121202552632,ORB_BOUNDARY
OLAELEC,2026-06-12,SELL,2026-06-12 10:00:00,2026-06-12 10:05:00,10:05,45.897040000000004,47.49,45.94,1.5500000000000043,46.67204000000001,0.7750000000000057,44.34703999999999,2026-06-12 15:25:00,45.63,END_OF_DAY,False,0.1755129600000015,0.22646833548387124,ORB_50PCT
OLAELEC,2026-06-12,SELL,2026-06-12 10:00:00,2026-06-12 10:05:00,10:05,45.897040000000004,47.49,45.94,1.5500000000000043,47.49,1.592959999999998,42.71112000000001,2026-06-12 15:25:00,45.63,END_OF_DAY,False,0.1755129600000015,0.11018039373242373,ORB_BOUNDARY
OLAELEC,2026-06-15,SELL,2026-06-15 10:05:00,2026-06-15 10:10:00,10:10,45.507235,46.74,45.75,0.990000000000002,46.002235,0.49499999999999744,44.51723500000001,2026-06-15 10:25:00,44.51723500000001,TARGET,False,0.8999755299999949,1.818132383838383,ORB_50PCT
OLAELEC,2026-06-15,SELL,2026-06-15 10:05:00,2026-06-15 10:10:00,10:10,45.507235,46.74,45.75,0.990000000000002,46.74,1.2327650000000006,43.041705,2026-06-15 15:25:00,44.23,END_OF_DAY,False,1.1874977650000045,0.9632799154745665,ORB_BOUNDARY
OLAELEC,2026-06-16,SELL,2026-06-16 09:40:00,2026-06-16 09:45:00,09:45,43.05846,44.5,43.31,1.1899999999999977,43.653459999999995,0.5949999999999989,41.86846,2026-06-16 10:55:00,43.653459999999995,STOP_LOSS,False,-0.6817119199999988,-1.1457343193277312,ORB_50PCT
OLAELEC,2026-06-16,SELL,2026-06-16 09:40:00,2026-06-16 09:45:00,09:45,43.05846,44.5,43.31,1.1899999999999977,44.5,1.4415400000000034,40.17537999999999,2026-06-16 15:25:00,43.0,END_OF_DAY,False,-0.027598460000003378,-0.019145122577246078,ORB_BOUNDARY
OLAELEC,2026-06-17,SELL,2026-06-17 09:35:00,2026-06-17 09:40:00,09:40,42.95851,44.21,43.02,1.1899999999999977,43.553509999999996,0.5949999999999989,41.76851,2026-06-17 09:45:00,43.553509999999996,STOP_LOSS,False,-0.6815120199999989,-1.1453983529411769,ORB_50PCT
