sl_mode,target_r,symbol,trades,total_net_r,avg_net_r,profit_factor,win_rate_pct,stop_loss,target,end_of_day,avg_mfe_r,avg_mae_r
ATR_14_X2,2.25,RELIANCE,819,-830.1855850683644,-1.013657613026086,0.1775111852236256,19.65811965811966,465,110,244,0.8793772203562626,0.9484418450986544
ATR_14_X2,2.25,SUZLON,738,-469.4648611513019,-0.6361312481724958,0.3641309036069673,28.997289972899733,406,132,200,0.9851725107584923,0.9442957805508155
ATR_14_X2,2.25,TMPV,716,-522.2024907137237,-0.7293330875889996,0.2985617796775333,26.675977653631282,383,125,208,0.9514471379951099,0.9038027473386573
ATR_14_X2,2.5,ASHOKLEY,775,-501.1620711822309,-0.6466607370093301,0.3461742981750361,26.580645161290324,409,104,262,0.9823585626649686,0.9565053655563573
ATR_14_X2,2.5,ICICIBANK,811,-895.4800409135431,-1.1041677446529508,0.15835221743515282,18.249075215782984,484,78,249,0.8229766469859898,0.958753136505948
ATR_14_X2,2.5,INFY,758,-671.3066239192242,-0.8856287914501638,0.21663297008511875,22.163588390501317,420,74,264,0.916786479278906,0.9199158252402068
ATR_14_X2,2.5,OLAELEC,772,-277.07091945739467,-0.3589001547375579,0.5598431531860625,30.958549222797927,414,136,222,1.1480080428920367,0.9909723009639132
ATR_14_X2,2.5,RELIANCE,819,-825.7958245393177,-1.0082977100602168,0.18699935895582817,19.047619047619047,467,93,259,0.9102286556353292,0.9505844353559986
ATR_14_X2,2.5,SUZLON,738,-461.8991338346633,-0.6258795851418202,0.37871121701246774,28.455284552845526,409,112,217,1.0173440518832495,0.9490298795343923
ATR_14_X2,2.5,TMPV,716,-516.4129062968129,-0.7212470758335376,0.31057851104347484,25.977653631284912,385,110,221,0.9883292437452283,0.9076826072252367
ATR_14_X2,2.75,ASHOKLEY,775,-495.1805668048928,-0.638942666845023,0.35590769710790576,26.322580645161292,410,87,278,1.0081637456486172,0.958701855510083
ATR_14_X2,2.75,ICICIBANK,811,-890.1449016268564,-1.0975892745090707,0.16424481818996564,17.879161528976574,484,66,261,0.8406753249794696,0.958753136505948
ATR_14_X2,2.75,INFY,758,-667.4795063055703,-0.8805798236221245,0.22235815075458476,21.899736147757256,420,61,277,0.9315312413384016,0.9207763448311952
ATR_14_X2,2.75,OLAELEC,772,-274.5076798291443,-0.35557989615174135,0.5662492995653934,30.181347150259068,415,117,240,1.1708376865324295,0.9945823014667293
ATR_14_X2,2.75,RELIANCE,819,-821.7778805288456,-1.003391795517516,0.1932778624921539,18.55921855921856,468,80,271,0.9314778755553951,0.9517067698116664
ATR_14_X2,2.75,SUZLON,738,-457.4069055212085,-0.6197925549067866,0.387078571859817,27.91327913279133,410,97,231,1.053822388426293,0.950928536181697
ATR_14_X2,2.75,TMPV,716,-514.5453718082506,-0.7186387874416907,0.31801712352063727,25.139664804469277,386,93,237,1.015641570805447,0.9110433953455934
ATR_14_X2,3.0,ASHOKLEY,775,-500.7632228564768,-0.6461460940083571,0.3520799115793192,26.064516129032256,412,68,295,1.0306262247475884,0.9612180951273768
ATR_14_X2,3.0,ICICIBANK,811,-891.496298342304,-1.0992556083135685,0.16727905397936726,17.385943279901355,486,57,268,0.8631891757614685,0.9603137330566844
ATR_14_X2,3.0,INFY,758,-669.0451943316236,-0.8826453751076829,0.22076984548497658,21.767810026385224,420,45,293,0.9466616269191734,0.9207763448311952
ATR_14_X2,3.0,OLAELEC,772,-273.6212219600012,-0.354431634663214,0.5705937065944572,29.404145077720205,416,104,252,1.2026691251109989,0.9971370743493745
ATR_14_X2,3.0,RELIANCE,819,-818.3854900405993,-0.9992496825892543,0.19691864048926774,18.43711843711844,468,63,288,0.9472282445475688,0.9517067698116664
ATR_14_X2,3.0,SUZLON,738,-450.2324457414084,-0.6100710646902553,0.3973834323334232,27.77777777777778,410,80,248,1.070731609310436,0.951899967069769
ATR_14_X2,3.0,TMPV,716,-502.2281424164323,-0.7014359530955758,0.3343424856580285,25.139664804469277,386,83,247,1.0382085452644707,0.9110433953455934
SIGNAL_CANDLE,1.0,ASHOKLEY,775,-1336.3186697459391,-1.7242821545108893,0.03447453643940275,16.258064516129032,485,247,43,0.7151110284554811,1.194427099202558
SIGNAL_CANDLE,1.0,ICICIBANK,811,-1787.9637376293367,-2.2046408602087997,0.009707092594899271,7.891491985203452,554,209,48,0.5362368530520424,1.1672657219301872
SIGNAL_CANDLE,1.0,INFY,758,-1453.02979302915,-1.9169258483234168,0.021271956652151147,11.345646437994723,496,213,49,0.6182236258750762,1.1489848209390743
SIGNAL_CANDLE,1.0,OLAELEC,772,-1497.4099258081355,-1.9396501629639062,0.06042449343096378,24.870466321243523,473,255,44,1.3925910126474315,1.9431934431866136
SIGNAL_CANDLE,1.0,RELIANCE,819,-1746.7505762557223,-2.132784586392823,0.01131119600639129,7.57020757020757,538,225,56,0.6091048868723158,1.153493882509633
SIGNAL_CANDLE,1.0,SUZLON,738,-1290.4498343651733,-1.748577011334923,0.04013623479884632,17.479674796747968,453,242,43,0.7839438085801484,1.221865906611454
SIGNAL_CANDLE,1.0,TMPV,716,-1426.5736763464524,-1.992421335679403,0.026263688136699145,14.52513966480447,457,220,39,0.6561773933355624,1.3893549888673955
SIGNAL_CANDLE,1.25,ASHOKLEY,775,-1338.0273157793085,-1.7264868590700755,0.04972493154370723,17.67741935483871,510,215,50,0.777139213456061,1.2310291740599295
SIGNAL_CANDLE,1.25,ICICIBANK,811,-1787.0859478303757,-2.2035585053395508,0.0160795680897798,10.234278668310727,572,178,61,0.5897276489249204,1.1851377356552184
SIGNAL_CANDLE,1.25,INFY,758,-1453.474370210646,-1.9175123617554695,0.03251573766802021,13.588390501319262,516,182,60,0.6660714304349499,1.1720780639967454
SIGNAL_CANDLE,1.25,OLAELEC,772,-1472.2227278683415,-1.9070242588968154,0.08392234510480047,26.42487046632124,488,234,50,1.4512500389276937,1.967261043305007
SIGNAL_CANDLE,1.25,RELIANCE,819,-1757.7698906872924,-2.1462391827683667,0.01772396883049045,9.157509157509157,566,190,63,0.6612873197644538,1.1788886470331983
SIGNAL_CANDLE,1.25,SUZLON,738,-1294.4558551964944,-1.7540052238434884,0.054363695880975386,18.428184281842817,476,208,54,0.8433302413946743,1.2521189647394815
SIGNAL_CANDLE,1.25,TMPV,716,-1417.1863969642363,-1.9793106102852462,0.03721738903543237,16.201117318435752,472,192,52,0.7228035175656339,1.405917280385119
SIGNAL_CANDLE,1.5,ASHOKLEY,775,-1318.9716022620175,-1.7018988416284098,0.06674460647228858,20.0,519,197,59,0.8282542979380328,1.2472822198093139
SIGNAL_CANDLE,1.5,ICICIBANK,811,-1779.5791028704282,-2.1943022230214897,0.02575870568822419,12.577065351418002,584,157,70,0.631238751295949,1.193795673562748
SIGNAL_CANDLE,1.5,INFY,758,-1444.93793682818,-1.906250576290475,0.04308560213192636,15.03957783641161,526,159,73,0.7060955547374321,1.184276335533123
SIGNAL_CANDLE,1.5,OLAELEC,772,-1464.7051062920427,-1.897286407114045,0.10156853358346979,25.906735751295333,506,208,58,1.503939002457903,1.9902829707524918
SIGNAL_CANDLE,1.5,RELIANCE,819,-1763.5305692188022,-2.1532729782891358,0.025746999449337667,11.5995115995116,584,162,73,0.7017651863863842,1.1940599734733484
SIGNAL_CANDLE,1.5,SUZLON,738,-1289.7101370468863,-1.7475747114456455,0.0686529969883579,18.97018970189702,490,182,66,0.8989288715308302,1.271965358510448
SIGNAL_CANDLE,1.5,TMPV,716,-1402.7559817467923,-1.9591563990876988,0.05198726099173042,17.877094972067038,482,173,61,0.7730607853714286,1.4198675975469432
SIGNAL_CANDLE,1.75,ASHOKLEY,775,-1326.8211410959138,-1.7120272788334372,0.08050561023264818,20.129032258064516,535,171,69,0.8774936119884562,1.2762476720303173
SIGNAL_CANDLE,1.75,ICICIBANK,811,-1773.9980098084934,-2.1874204806516566,0.03477152146461824,13.440197287299629,594,141,76,0.6666615785209276,1.202279812004042
SIGNAL_CANDLE,1.75,INFY,758,-1440.8578958462049,-1.9008679364725658,0.05315230166219488,16.094986807387862,535,138,85,0.7431979765845006,1.1939744592810184
SIGNAL_CANDLE,1.75,OLAELEC,772,-1473.7798590614343,-1.9090412682142932,0.11044172808513973,23.963730569948186,524,181,67,1.5527104500084807,2.0255079155118003
SIGNAL_CANDLE,1.75,RELIANCE,819,-1776.196367644498,-2.1687379336318657,0.03337541833191029,11.965811965811966,598,136,85,0.7343376456603831,1.2067063682762789
SIGNAL_CANDLE,1.75,SUZLON,738,-1276.6934271609239,-1.7299368931719836,0.08367609946615048,19.91869918699187,500,167,71,0.9490226284107678,1.2888827396308578
SIGNAL_CANDLE,1.75,TMPV,716,-1399.2191206426771,-1.9542166489422865,0.06537491035884337,19.273743016759777,493,153,70,0.8165032210424117,1.4398798487638955
SIGNAL_CANDLE,2.0,ASHOKLEY,775,-1308.6832822362212,-1.6886235899822208,0.09764322579994365,20.64516129032258,541,158,76,0.9157384015403591,1.2879227995200022
SIGNAL_CANDLE,2.0,ICICIBANK,811,-1771.8671959780038,-2.184793089985208,0.04246596072469956,13.316892725030826,600,123,88,0.7084455247174822,1.2103959889395683
SIGNAL_CANDLE,2.0,INFY,758,-1446.5928902927512,-1.9084338922067958,0.06171963109150649,16.226912928759894,543,116,99,0.7888402315101153,1.2057341477921757
SIGNAL_CANDLE,2.0,OLAELEC,772,-1471.3138335146868,-1.9058469346045166,0.12372346232919539,23.05699481865285,536,162,74,1.616016136563103,2.0584363356648696
SIGNAL_CANDLE,2.0,RELIANCE,819,-1779.8920694598037,-2.1732503900608102,0.03967684372235374,12.454212454212454,608,117,94,0.7575730502292806,1.2189904401800207
SIGNAL_CANDLE,2.0,SUZLON,738,-1263.5879198212108,-1.7121787531452721,0.09844677861020693,20.18970189701897,507,154,77,1.0222616318964748,1.3017892970972813
SIGNAL_CANDLE,2.0,TMPV,716,-1394.4134695495025,-1.9475048457395285,0.0759326101065304,19.41340782122905,500,135,81,0.8663655212427104,1.4496311066344465
SIGNAL_CANDLE,2.25,ASHOKLEY,775,-1314.968756142285,-1.6967338788932709,0.10803983136453121,19.741935483870968,550,138,87,0.9495686392608851,1.2987786779301596
SIGNAL_CANDLE,2.25,ICICIBANK,811,-1771.9506740558327,-2.1848960222636653,0.051301783386714005,13.81011097410604,608,113,90,0.7300594772142325,1.2188700805855692
SIGNAL_CANDLE,2.25,INFY,758,-1452.151150281822,-1.9157666890261504,0.06792117822029231,15.567282321899736,550,100,108,0.8207436615208875,1.2124832191914812
SIGNAL_CANDLE,2.25,OLAELEC,772,-1460.645695358722,-1.892028102796272,0.1345218770158677,22.53886010362694,542,149,81,1.662100808719663,2.068484522128099
SIGNAL_CANDLE,2.25,RELIANCE,819,-1767.0536528463115,-2.157574667700014,0.04881073620760066,12.576312576312576,612,110,97,0.7890263138140561,1.2229378523454373
SIGNAL_CANDLE,2.25,SUZLON,738,-1246.504129833439,-1.6890299862241722,0.11663414299054456,20.867208672086722,512,144,82,1.0633748127768834,1.3285597049185438
SIGNAL_CANDLE,2.25,TMPV,716,-1382.826686272147,-1.9313221875309317,0.08673198047333311,18.994413407821227,504,126,86,0.896212090825706,1.454973502423895
SIGNAL_CANDLE,2.5,ASHOKLEY,775,-1312.4613783689924,-1.6934985527341837,0.11821923075324584,18.838709677419356,557,122,96,0.9741528738553259,1.3047760479152422
SIGNAL_CANDLE,2.5,ICICIBANK,811,-1770.9242426470269,-2.183630385508048,0.05809335010220636,13.563501849568436,614,99,98,0.7657280652361595,1.2253328270684307
SIGNAL_CANDLE,2.5,INFY,758,-1455.6321805550572,-1.920359077249416,0.07344758527042246,15.303430079155673,555,88,115,0.8444365703101627,1.2159294691307203
SIGNAL_CANDLE,2.5,OLAELEC,772,-1439.2283390844696,-1.8642854133218518,0.1499141265630731,22.409326424870464,546,144,82,1.708871996958172,2.0746805888100632
SIGNAL_CANDLE,2.5,RELIANCE,819,-1778.6151990291655,-2.171691329705941,0.05392746618786594,12.454212454212454,620,93,106,0.8119277101857759,1.2337471082439124
SIGNAL_CANDLE,2.5,SUZLON,738,-1241.4973602103191,-1.6822457455424378,0.12815416421299378,20.59620596205962,518,129,91,1.103988467613795,1.3380930415975236
SIGNAL_CANDLE,2.5,TMPV,716,-1372.3860769541418,-1.9167403309415387,0.0988768424716006,19.273743016759777,509,115,92,0.9428538124867862,1.4645378255297195
SIGNAL_CANDLE,2.75,ASHOKLEY,775,-1327.6230522595106,-1.7130620029154975,0.12209545021828225,17.93548387096774,567,108,100,1.0025780708066196,1.3170151406681323
SIGNAL_CANDLE,2.75,ICICIBANK,811,-1767.763575410032,-2.179733138606698,0.06363295965696962,13.316892725030826,617,89,105,0.7861018541620856,1.2267387849959865
SIGNAL_CANDLE,2.75,INFY,758,-1445.7867930422815,-1.9073704393697646,0.08349421794321032,15.171503957783642,557,83,118,0.8707648385215184,1.220339400760428
SIGNAL_CANDLE,2.75,OLAELEC,772,-1443.1040599672062,-1.8693057771595936,0.15494277287979727,21.632124352331605,554,130,88,1.7627123113576852,2.0858068994615326
SIGNAL_CANDLE,2.75,RELIANCE,819,-1775.279148129292,-2.167618007483873,0.06024484735178731,12.454212454212454,624,84,111,0.8346006176519455,1.2366163221400925
SIGNAL_CANDLE,2.75,SUZLON,738,-1230.9719060257787,-1.6679836125010552,0.13958537421320438,20.18970189701897,521,120,97,1.1292139232076717,1.3447808733215931
SIGNAL_CANDLE,2.75,TMPV,716,-1355.619557642686,-1.8933234045288911,0.11226994047180212,19.692737430167597,511,109,96,0.9813730349818148,1.4692114336444357
SIGNAL_CANDLE,3.0,ASHOKLEY,775,-1317.362576768598,-1.6998226797014169,0.13082093730299002,17.67741935483871,568,100,107,1.0295614732845617,1.3198467940779273
SIGNAL_CANDLE,3.0,ICICIBANK,811,-1766.6933423069345,-2.1784134923636675,0.06907169765632173,13.19358816276202,621,81,109,0.8095152413935854,1.2310247910287238
SIGNAL_CANDLE,3.0,INFY,758,-1451.1961020391875,-1.9145067309224109,0.08686695257384167,14.775725593667547,561,73,124,0.8810416600531794,1.2256969561341113
SIGNAL_CANDLE,3.0,OLAELEC,772,-1431.4063741247132,-1.8541533343584369,0.16529625427643152,21.243523316062177,558,122,92,1.7868768239296038,2.0889644790910387
SIGNAL_CANDLE,3.0,RELIANCE,819,-1778.7555553564328,-2.1718627049529093,0.06646083970564841,11.965811965811966,630,77,112,0.8512261789213974,1.246975445999392
SIGNAL_CANDLE,3.0,SUZLON,738,-1226.9389850513091,-1.6625189499340232,0.14808870440098185,20.18970189701897,525,107,106,1.156481833975066,1.3509924758301506
SIGNAL_CANDLE,3.0,TMPV,716,-1349.9953742403666,-1.8854683997770483,0.1219002261813113,19.134078212290504,515,99,102,1.00993815587071,1.4746442607994679
SWING_5,1.0,ASHOKLEY,775,-476.5550236746798,-0.6149097079673287,0.21079478421402378,34.70967741935484,322,253,200,0.6333184739927683,0.7948459531259137
SWING_5,1.0,ICICIBANK,811,-765.424017346243,-0.9438027340890789,0.08505348016858562,23.55117139334155,359,227,225,0.544862697425454,0.8145842671837644
SWING_5,1.0,INFY,758,-571.6618514911453,-0.7541713080358117,0.13588869555952895,30.21108179419525,313,221,224,0.565545542230081,0.7680614648022369
SWING_5,1.0,OLAELEC,772,-341.78796964125013,-0.44273053062338097,0.3649580008417422,41.06217616580311,320,296,156,0.7420294713745265,0.8827800383705123
SWING_5,1.0,RELIANCE,819,-707.5579031198322,-0.8639290636383787,0.09876365461764122,25.274725274725274,345,228,246,0.5908483305007439,0.7987537889978069
SWING_5,1.0,SUZLON,738,-420.76377641299246,-0.5701406184457892,0.24995130212206235,38.21138211382114,307,261,170,0.6459865983603305,0.7622110127879299
SWING_5,1.0,TMPV,716,-494.4982436803515,-0.6906400051401557,0.17979134537509484,32.82122905027933,301,226,189,0.6279664968330867,0.7577803930981631
SWING_5,1.25,ASHOKLEY,775,-470.75768728688683,-0.6074292739185636,0.2542628078277376,32.903225806451616,337,206,232,0.695999932247121,0.8310740112462048
SWING_5,1.25,ICICIBANK,811,-767.0169712606371,-0.9457669189403664,0.11049766835633822,23.55117139334155,371,174,266,0.6014723430560577,0.8283622196204072
SWING_5,1.25,INFY,758,-573.2371889080395,-0.7562495895884426,0.16411231368939985,27.176781002638524,324,167,267,0.6247715493124756,0.7826291040037409
SWING_5,1.25,OLAELEC,772,-339.0282605543232,-0.4391557779201078,0.40467834112671713,37.82383419689119,340,243,189,0.8224103288071124,0.9145770698984063
SWING_5,1.25,RELIANCE,819,-710.2242591966051,-0.8671846876637425,0.1258216584913642,25.274725274725274,358,178,283,0.6414588779986601,0.8171450005817411
SWING_5,1.25,SUZLON,738,-423.76747366347655,-0.5742106689206999,0.2901569641341479,35.90785907859079,328,212,198,0.702881326119111,0.7962006268145138
SWING_5,1.25,TMPV,716,-492.65931674148203,-0.6880716714266509,0.21115024238976438,31.00558659217877,313,174,229,0.6795874684083176,0.7785781784171549
SWING_5,1.5,ASHOKLEY,775,-463.8633457163347,-0.5985333493113997,0.2833189933531457,31.74193548387097,344,164,267,0.7457769215690523,0.8395439816468464
SWING_5,1.5,ICICIBANK,811,-772.0231253676014,-0.9519397353484604,0.12788745354896464,22.071516646115906,380,135,296,0.6427020436382208,0.839940068497682
SWING_5,1.5,INFY,758,-576.601046300167,-0.7606873961743628,0.1791264754869886,25.989445910290236,331,129,298,0.6658812945396277,0.7925599245261892
SWING_5,1.5,OLAELEC,772,-338.3893930497749,-0.43832822933908666,0.43082234071960807,35.10362694300518,355,203,214,0.8794015685060487,0.9415323569036345
SWING_5,1.5,RELIANCE,819,-703.5155442477296,-0.8589933385198164,0.15117517764346503,23.687423687423685,363,145,311,0.6794345369511282,0.8253457241573835
SWING_5,1.5,SUZLON,738,-435.0325902975786,-0.589475054603765,0.3020824962717812,32.926829268292686,342,166,230,0.7535731928745928,0.8211581367186033
SWING_5,1.5,TMPV,716,-468.44712228977517,-0.6542557573879542,0.2533960304590319,30.446927374301673,314,151,251,0.7272083043577218,0.7804638428020447
SWING_5,1.75,ASHOKLEY,775,-473.5250664582134,-0.6110000857525334,0.2913849859484674,29.806451612903224,352,128,295,0.7818203329061963,0.8621348772648308
SWING_5,1.75,ICICIBANK,811,-771.6161749840883,-0.9514379469594183,0.13940356293724543,20.96177558569667,383,107,321,0.6681655586443237,0.8447025347066445
SWING_5,1.75,INFY,758,-576.4582051244266,-0.7604989513514863,0.19034706550650576,25.593667546174142,336,99,323,0.6902349261414573,0.7992882878358099
SWING_5,1.75,OLAELEC,772,-340.6810526205802,-0.44129670028572565,0.4421138053052116,33.41968911917099,364,165,243,0.9393944841555394,0.963805807585352
SWING_5,1.75,RELIANCE,819,-696.2132542055092,-0.8500772334621602,0.17247755577227006,22.954822954822955,369,123,327,0.713345414910356,0.8297196631282253
SWING_5,1.75,SUZLON,738,-419.83028153834147,-0.5688757202416551,0.33540049365635355,32.113821138211385,346,144,248,0.7923206760242685,0.8277567596495952
SWING_5,1.75,TMPV,716,-468.12240529255223,-0.6538022420287042,0.2626376328797015,29.18994413407821,316,117,283,0.7760203443734353,0.7852208500683073
SWING_5,2.0,ASHOKLEY,775,-468.0264440144131,-0.6039050890508556,0.31002239655829844,29.03225806451613,357,110,308,0.8082129364236813,0.8697128758452206
SWING_5,2.0,ICICIBANK,811,-765.6022279252202,-0.9440224758634034,0.15355069756771295,20.34525277435265,386,91,334,0.6952646593057294,0.846954040213045
SWING_5,2.0,INFY,758,-580.929461496623,-0.7663977064599249,0.19157416770882343,24.670184696569923,338,75,345,0.7182855049175216,0.8027461712158568
SWING_5,2.0,OLAELEC,772,-336.22281308947186,-0.4355217786133055,0.4599315208584029,32.12435233160622,371,142,259,0.9842036750168967,0.9869672532091474
SWING_5,2.0,RELIANCE,819,-694.8037606885089,-0.8483562401569095,0.18458361037040594,22.1001221001221,373,101,345,0.7457075555633376,0.8349793743246138
SWING_5,2.0,SUZLON,738,-428.58770912546765,-0.5807421532865416,0.33492164015444975,30.89430894308943,352,111,275,0.8298535882560364,0.8362102948116085
SWING_5,2.0,TMPV,716,-458.68470591000147,-0.6406210976396669,0.28241087555664846,28.910614525139668,318,99,299,0.8162057087828586,0.788366768875379
SWING_5,2.25,ASHOKLEY,775,-462.97134390455466,-0.5973823792316835,0.3238856167813469,28.258064516129032,359,94,322,0.8305722970969271,0.8749383194834279
SWING_5,2.25,ICICIBANK,811,-760.2938979541966,-0.9374770628288491,0.1616214826898718,19.852034525277436,386,73,352,0.716655043695988,0.8473820365519592
SWING_5,2.25,INFY,758,-583.4827626852109,-0.7697661776849748,0.19596385412060638,24.142480211081793,340,58,360,0.7317019856024857,0.8055083281215412
SWING_5,2.25,OLAELEC,772,-327.0513731249606,-0.4236416750323324,0.47844504558171747,31.606217616580313,374,121,277,1.0181497729819127,0.9908214509961162
SWING_5,2.25,RELIANCE,819,-700.92903510823,-0.8558352077023565,0.18685797330984272,20.87912087912088,376,78,365,0.7610224579123586,0.8394061147641734
SWING_5,2.25,SUZLON,738,-416.8956499287324,-0.5648992546459788,0.35423742612600956,30.758807588075882,353,94,291,0.8622276844712804,0.837519862812732
SWING_5,2.25,TMPV,716,-458.04213369639535,-0.63972365041396,0.29015811729656255,28.07262569832402,320,84,312,0.8369714724693208,0.7921709908762841
SWING_5,2.5,ASHOKLEY,775,-464.09096066987485,-0.598827046025645,0.3224651447369048,28.000000000000004,359,72,344,0.8524493953882164,0.8750823930185602
SWING_5,2.5,ICICIBANK,811,-763.3981832728248,-0.9413047882525583,0.16082474541504554,19.235511713933416,387,55,369,0.7320202339778336,0.8475698894610442
SWING_5,2.5,INFY,758,-579.666850586319,-0.7647319928579407,0.20525454851201172,24.010554089709764,341,50,367,0.7460977142530371,0.8062018042143768
SWING_5,2.5,OLAELEC,772,-312.5298972267606,-0.40483147309165884,0.5017918738618603,31.476683937823836,374,108,290,1.0353836389157176,0.9918307204319248
SWING_5,2.5,RELIANCE,819,-698.5376116815003,-0.8529152767783886,0.19170116364484358,20.634920634920633,377,61,381,0.7767029998700821,0.8404521584699713
SWING_5,2.5,SUZLON,738,-413.05916830853505,-0.5597007700657657,0.3624083688389357,30.62330623306233,354,78,306,0.8852317169183486,0.8385409680239313
SWING_5,2.5,TMPV,716,-455.8063019352597,-0.6366009803565079,0.2989216284838988,27.51396648044693,322,71,323,0.8590873604517778,0.7945260063983021
SWING_5,2.75,ASHOKLEY,775,-460.5329234871859,-0.5942360303060463,0.33044064375845533,27.741935483870968,360,62,353,0.8767951227298325,0.876035296879636
SWING_5,2.75,ICICIBANK,811,-774.2897881702672,-0.9547346339953974,0.15523357001143195,18.865598027127003,390,41,380,0.7401298171463517,0.8513483334948639
SWING_5,2.75,INFY,758,-581.025341322606,-0.7665241969955224,0.20575382619265095,23.614775725593667,341,39,378,0.7610084204715839,0.8065126330560608
SWING_5,2.75,OLAELEC,772,-314.22417384630114,-0.40702613192526055,0.5071834089212294,30.569948186528496,380,98,294,1.0550924174937126,1.0010776904441383
SWING_5,2.75,RELIANCE,819,-697.0130611997508,-0.8510537987786946,0.19640016423879744,20.39072039072039,378,49,392,0.792247742735907,0.8412465335467805
SWING_5,2.75,SUZLON,738,-408.17330080494025,-0.553080353394228,0.3699895989398251,30.48780487804878,354,65,319,0.8994443781922798,0.8385409680239313
SWING_5,2.75,TMPV,716,-456.1913757300983,-0.6371387929191317,0.30231511687174784,27.23463687150838,324,60,332,0.8730135723267429,0.7959270549737528
SWING_5,3.0,ASHOKLEY,775,-456.0669470194066,-0.5884734800250407,0.3388373394382416,27.612903225806452,361,54,360,0.8919060540295973,0.8782991861943145
SWING_5,3.0,ICICIBANK,811,-771.6309682455906,-0.951456187725759,0.15845077099913388,18.618988902589393,390,34,387,0.7515240903556877,0.8513483334948639
SWING_5,3.0,INFY,758,-581.1419648599801,-0.766678053904987,0.20669987743677695,23.482849604221638,341,33,384,0.7751352301373859,0.8065126330560608
SWING_5,3.0,OLAELEC,772,-310.98230191651237,-0.4028268159540316,0.5137453136339519,30.181347150259068,381,86,305,1.069576360478098,1.002570723604648
SWING_5,3.0,RELIANCE,819,-696.0339174182732,-0.8498582630259746,0.19752903803727073,20.39072039072039,378,36,405,0.8006880158058127,0.8412465335467805
SWING_5,3.0,SUZLON,738,-405.19311493368684,-0.5490421611567572,0.37633284199971606,30.21680216802168,354,54,330,0.9177233665510492,0.8390515232425205
SWING_5,3.0,TMPV,716,-453.15497042269135,-0.6328980033836471,0.3076359296932897,27.09497206703911,324,51,341,0.8846757388471261,0.7967593770557578
